,village,timestamp,crop_type,total_yield,pesticides_tonnes,rainfall_mm,temperature_C,humidity_%,wind_speed_kmph,solar_radiation_Wm2,frost_days,soil_ph,soil_moisture_%,soil_nitrogen_ppm,soil_phosphorus_ppm,soil_potassium_ppm,organic_matter_%,fertilizer_kg_per_hectare,irrigation_mm,pesticide_use_liters,NDVI,EVI,SAVI,canopy_temp_C,previous_yield_tonnes,yield_variability_%,market_price_usd_per_tonne,demand_forecast_tonnes,altitude_m,slope_%,proximity_to_water_km,drought_frequency,heatwave_days,CO2_concentration_ppm,local_market_demand_tonnes,export_market_demand_tonnes,local_market_price_Maloti_per_tonne,export_market_price_Maloti_per_tonne,storage_cost_Maloti_per_month,transport_cost_Maloti_per_km,profit_margin_%,supply_vs_demand_ratio
40,Semonkong,2023-05-31,wheat,6.10966350543499,2.162764914713275,184.90239288315024,31.731602317564352,57.709450348929224,15.350061599864276,403.71916673847494,4,6.360754648629449,20.965555722906586,69.75492481588508,26.788593887798307,148.89992896141325,4.789091803043,69.77016925586244,82.85010540881787,0.6609343492982183,0.7815727898296712,0.33000914235631706,0.5042850796154449,38.00940804309752,3.3428340928525295,8.564339117281193,408.50293060566605,3561.190803973589,1523.4818302248693,0.1846970749671767,4.485006213292547,2,6,416.5794273978421,1163.4222820264508,1124.6952623916113,5041.084491488406,7886.519401295531,332.7903425590714,13.010162055793145,21.495182455941055,1.3386663788167228
41,Thaba-Tseka,2023-06-30,wheat,2.5799812595220857,4.581618122913685,67.18599213149336,33.09784869485796,72.87473846346482,18.24247459332054,546.3161711234615,2,6.806386746850096,22.951351473698097,45.323239115199975,29.797572291248937,169.19396222023886,1.3307430027396374,53.28685718440962,63.60503703730319,2.21419003818509,0.3986699119691735,0.6837820599083608,0.24717604774557378,31.648883540277378,3.7477619646001505,22.014875100213104,493.90166968107525,4300.15000968881,1384.378357985187,2.067646333467492,4.107899297253285,2,2,381.375223810762,2203.4009220713897,271.31362605756607,3807.281309441558,4689.669858897174,297.99609596769255,36.17715976692675,22.693619618336996,1.2591406115314459
42,Mokhotlong,2023-07-31,wheat,9.272007072181024,1.1856518637442568,92.3887124067628,31.202276667181817,73.08244457686774,13.779175912550574,402.9591474938953,2,7.185545388932822,21.20285371685209,68.96868038099677,39.657830294820485,258.9018419246361,3.6866577477300666,68.3540283810329,27.2116313310665,0.946693717097761,0.7374502632070365,0.22792246261015153,0.4066028876609752,34.14104254445549,3.2922561176216494,9.78837594822335,279.95697166996894,4471.590895167045,1795.2766814874503,4.993534385546791,9.940216744045332,0,2,397.38092230857677,1622.9550973484484,1287.5714551525518,2534.315668960529,6055.400100353945,338.89940695652297,32.571413095855654,27.81208764453098,0.9806480120578345
43,Qacha's Nek,2023-08-31,wheat,4.1229776772389855,4.354627484021823,137.04819439203487,21.11436312788431,81.11092957732826,19.91234184083566,567.2445151002319,2,7.499379266037536,19.731760068492015,56.34656870290584,24.37148103720797,199.5312203465207,2.4253694229819787,73.30097119753717,54.69781552510024,1.7720851918867864,0.6700420215775204,0.32880758156132744,0.3333141358336963,35.08514553635983,3.523106190268904,21.27943855154159,471.15228636412735,1432.3080588229336,1325.292177196231,6.924152339428202,2.5809604426012354,2,5,396.491039730733,1512.2754277746076,375.96857938212065,3425.0085569723637,4462.823494848149,178.54561870016093,25.26602553129475,27.838174769862324,1.06356559537291
44,Semonkong,2023-09-30,wheat,7.64498932720363,0.9854052229946463,158.51498901116838,32.740740577526275,59.8029969892812,19.809524127629704,718.0988714389778,1,5.753242824034963,16.998297060235736,40.409717627269764,29.08046870047061,205.58972394023655,4.827676674299232,60.33716177187502,29.41761388342038,0.8365853959496612,0.3247728103831011,0.4461380656773798,0.665880689764191,38.49929705417722,3.670573561628448,7.234129638072431,364.27758173800106,4597.166631901337,1697.4229756598652,4.467658941424981,0.5101494665192536,2,0,402.17483036092483,2110.3201596080908,939.6745386800806,5612.655777042516,7018.61886488778,177.63791649310608,35.847897721795036,9.43003503307665,1.0861209431792413
45,Qacha's Nek,2023-10-31,wheat,6.909195320534276,1.397853391903796,133.32073626975037,20.814314816057724,76.25736531828534,8.080550374788542,721.4805335119707,2,6.035954675571154,24.252299891249447,24.846714667887095,17.946237822660134,136.15209438114118,4.281925482721464,132.10038774266422,85.44346187227097,2.145699005734745,0.46733041339946507,0.7093633093969636,0.3993275691114918,32.52177955235052,2.580186042721364,18.85026656596769,434.07695929460584,2814.238922448455,1676.5323188532107,12.20579013411465,4.41049542753456,0,1,389.3302947999043,2329.749294254619,1469.5458821773777,2649.528221423673,5201.762828903309,446.34687605092915,20.072911109993612,29.162359913377763,0.844854559448147
46,Semonkong,2023-11-30,wheat,7.84122271851893,2.7397859522631713,130.5613691152617,33.491350986574076,41.15242074978051,17.554918670929094,389.98747265309134,4,7.486861764845873,18.77309448866808,44.56763421510118,36.2884279070082,286.4703873106388,4.200531299830713,56.885404751827586,31.10340292953749,1.1705278583392458,0.43488695683423495,0.5094386387434227,0.5626946139871859,27.9297628422349,3.5059782059176117,6.24044743312564,483.43862506367225,2948.349876541053,1217.6432243805575,8.390355646158962,2.3435234170525305,0,4,385.8968234624878,996.4074114494593,214.89177583300312,4356.49929265778,6043.5806724082,443.81964957513884,47.551264234999266,13.550253885758686,0.9880166388147502
47,Semonkong,2023-12-31,wheat,3.5895122494936293,3.4769966571250746,136.93706547381043,34.04347488700522,69.50680671792456,18.540041447160174,717.2902223771176,3,6.687956822388729,23.503445788853117,40.301461952993016,33.67362911914202,125.20235425909794,3.6789709420564463,128.07560732383598,34.06899335410996,1.4496670945864047,0.5255610022488527,0.6762219195994914,0.18717279539964696,35.99235984196629,4.919655360345066,10.151965325943415,259.5496117992166,3312.532164365325,1738.3971396261677,13.808647450215545,2.3658429334180884,2,0,390.7112494723281,1259.9000135034466,563.2138237218456,5944.751465292305,5855.811323655941,409.6934801238374,25.58620038164346,7.56876441627652,1.4852676320884985
48,Ha Lejone,2024-01-31,wheat,5.832048099867041,0.8904142490270304,153.94473772261864,22.211863271164944,83.13711407414768,11.720457636981454,472.48338343226123,4,7.216110348429457,23.18894393897328,52.375209774407885,11.78247061998931,288.27482434364737,2.990606375071126,74.57683012478128,38.96414231487921,1.006594385279953,0.22801853051908472,0.47577740546144526,0.23564309083396268,36.42702314182552,1.5488566754410171,22.063246332221215,337.52362918181984,1131.3419045214291,1743.1426809122363,13.993894199569327,9.782619916673136,1,9,416.74984577838967,1641.2564789367577,774.7874236891713,3402.786632585332,6803.996698475855,330.67107033090025,27.694135825124484,28.16940757801988,0.6573715168417255
49,Thaba-Tseka,2024-02-29,wheat,3.6256679036416655,4.928648710599628,81.18701902176375,31.270230559533207,75.0400210035364,8.53343923781308,441.2680109325236,1,7.221668333192865,18.966566804171407,50.3704168418944,23.295054740820618,174.94761629579025,3.660186652100761,122.43273911326624,95.49863331728845,2.0655529872862997,0.8718355985023565,0.464672914162165,0.2371873986266734,38.36788693644896,4.804426107042673,19.828465808273013,216.55237267571042,4767.616010564203,1501.8655435437215,7.675680841727367,8.95462935099989,0,5,413.6202805827751,816.0658482194808,586.3382113775174,3435.1844913870787,4430.902475388181,238.8085393514884,16.732545618576438,18.934632771809284,1.0894879840723874
50,Semonkong,2024-03-31,wheat,5.878009047853314,2.0782049502281517,100.03251042113627,22.610691974279767,56.08568358144404,8.660002807633575,567.0735994047305,1,5.651840856397497,13.97873711478722,23.397757031551052,38.97518901443618,112.1320593745635,2.4781950525003693,142.03466238507968,64.02374181773177,0.7521511804121388,0.30912963231849644,0.5295307815050107,0.4059140983112728,37.486708986898456,2.9648828202831625,23.496363247359902,510.9162983567165,2757.789944152657,1497.0692094585124,0.40607240397803834,7.680073913385225,0,0,417.8482788733993,1146.4645334894972,414.54766273186164,5577.029751127908,4246.311686952115,249.14019444108263,16.87488362598041,27.61682553802527,1.4326615199081372
51,Semonkong,2024-04-30,wheat,3.539643142654122,3.866994826267582,53.99246703868778,25.597582440332904,75.91214421145204,11.112163197786339,315.23191986131525,1,6.153683079123913,10.108086212594936,62.748585783047155,12.648540139736877,172.49058373082408,4.482866683402035,70.34733338630166,20.698196707549748,0.5949204425863193,0.21715919323399147,0.24421927185894138,0.11124200042682636,29.102213329038047,3.141861399751198,21.52693666195858,467.9271242220696,2121.1251019516776,1659.7196344450554,1.5969123378667498,6.913049418166992,1,6,402.3905747513724,2548.6946549892286,1475.9025313676184,5479.794905090514,6554.0788428525875,357.96930728464645,41.473466350764056,18.926152748769983,0.6541284520010364
52,Semonkong,2024-05-31,wheat,7.203733563892347,3.743664609217268,96.52518765489637,30.952067295390684,61.49861046190328,18.85917859150222,537.2645899762897,0,7.411644851384621,17.833866764740385,36.04426541827975,28.577955643270087,242.69490304579747,3.095507333977397,101.5448008480025,63.68569232941291,2.4282337253060247,0.29536731045904435,0.3769495201313794,0.26281676020293204,21.038543486600297,2.7027685307039753,21.086601757864692,253.7691097160427,1506.755830612809,1622.6659955233265,5.13545885067251,9.02368632006773,2,6,383.08923927184827,1600.473545086506,721.9408878793882,3790.3230329368307,4819.6184917687815,273.0068712733696,43.224986094434804,21.90347359788732,0.7012903116000587
53,Semonkong,2024-06-30,wheat,7.322684728512514,3.9679936656136934,138.4306584804986,30.702838997956498,63.268911305873715,19.35469279171276,300.34230672652563,2,6.690978657624848,17.832277709739323,51.32683337044459,38.06519872445217,201.53906696774686,1.072084037035355,98.06674096376855,83.84060543698841,1.6055082351012486,0.2011190831710113,0.7743856585925348,0.546205756220234,20.375368335915585,3.9670767898275683,20.726004553456452,470.3845904599777,4380.738844383953,1245.564052427354,11.805960585122538,0.2969632903834907,1,8,408.64058323573147,988.3962057383542,446.412359008992,5991.570873806581,5023.738376995007,281.67146917164706,37.76255367130631,17.628035939362523,1.4128309178312373
54,Ha Lejone,2024-07-31,wheat,6.0045618567696435,2.3660842818036314,109.63711739862066,16.99348138305883,58.55984204867931,16.033811227839244,551.0226209493885,1,6.412552372828873,28.965912511683648,72.0470773331866,33.50912035271715,218.64513395988826,3.251687612072727,126.87394424267536,89.95364916058568,1.013419604673971,0.5710571091791101,0.4659761226167065,0.6617117441571928,35.70189543648021,4.85418340794873,19.741488392494837,545.2839925310703,3965.7543403456416,1391.208911165638,0.3703982535305028,4.96530499514684,0,2,396.1059462038995,1926.271706392137,409.8732065448579,4361.803615302184,5018.723981906374,350.1621996206368,11.850944966917805,15.245845387860248,0.9793008100768299
55,Semonkong,2024-08-31,wheat,7.055229121216621,2.917500381770486,170.4101157018545,26.426569155064698,61.54620182895468,12.49151703831425,498.6520469791906,1,7.368702924417903,11.94544435744896,29.915110348036507,10.004186089187845,246.57522217408157,1.2011855702496361,146.37797435033087,49.14243377066846,0.708921278898716,0.5652061205046075,0.6533329383538268,0.4755496544051745,31.32655090318862,4.147303873620755,10.747927626678917,470.04382599532744,4517.507679693637,1628.0324825395278,5.788342129687541,0.49649178734024557,1,7,402.22702689691533,2446.2463290273654,1253.260239566309,5642.585842697679,4025.412955775423,363.312691749019,39.75973233367675,17.997129532561452,0.5794871828736181
56,Mokhotlong,2020-01-31,maize,7.439588157319139,4.225686659943158,145.9759314642008,15.566290221515748,49.431975649048056,5.741194183438972,773.7894108940653,4,5.746289655932984,23.590417857298554,63.21823582699351,10.086517286961632,118.9742499571536,1.5782409845848826,78.9252373923329,36.19217451044294,2.348343895631311,0.3326821514221885,0.2984463252625554,0.3084797063253639,37.200966053421645,1.1787101982869665,19.915907425166004,452.34261261652574,1102.0265877512863,1539.7715588394094,5.441106390456475,3.8793544572492125,2,2,415.46929867244603,2052.819418712502,819.2871216137721,5325.6206904545215,6222.96747961485,189.53149317135131,44.6121291681389,26.089725498126526,1.0687440838564406
57,Semonkong,2020-02-29,maize,2.637124524055377,2.4436409457677595,82.69187831927692,29.63841671448562,53.80621242835533,12.543863036043822,753.289778158374,4,7.078257319853135,25.45544119052782,38.52037334268375,15.612046395586336,131.05825764798726,1.8519141818034224,116.2355414521753,64.29856481529048,2.3572616009526683,0.6095253987813396,0.6055940614505043,0.10361005242515756,24.52038930218147,1.9484501959258544,24.01796693595387,443.4758875894064,4542.821022191272,1275.919583616881,9.61986214186147,5.19928195742386,0,4,381.303903733711,1063.230868231326,804.5261760954547,5275.313321475928,4591.09602162665,439.6269954792631,31.6757324573476,18.228116327550953,0.5186252920584726
58,Ha Lejone,2020-03-31,maize,6.572950017609184,2.355975496885617,76.53348638748064,27.276525828887166,81.10084905376763,19.708951767814014,376.3090541414648,3,6.573358338296945,15.240661254137907,64.37874447900133,16.551937034714413,218.98087430735393,1.9327988875814524,83.0504122527768,37.90463357632123,1.5271667715021826,0.2333968696206445,0.6178813678804563,0.44310528217055956,29.73484604971791,1.3546015301604122,17.568340219979845,568.9840995576212,4883.954941838759,1301.657929794896,12.927243414620346,6.222174642904256,1,3,380.8183578816395,2271.744575897609,258.84585708230503,3238.91062499519,6820.941891489574,207.71400230128188,49.51991184847302,18.60209579835294,1.1107024207829537
59,Qacha's Nek,2020-04-30,maize,8.247817463119222,1.4482099530447496,167.11616337826135,29.500673128009492,62.600818724852665,19.146234784029765,305.32166859235366,0,7.042248737874463,27.92845571853266,22.375533858476263,39.77013290077194,276.8604665579702,3.9587549355340337,148.4708602659697,46.49324948123831,2.195021644070942,0.6211330528654715,0.3980682413037808,0.11493927929355018,23.924504561961406,3.497980481493099,18.350602029697676,418.99207224096847,1520.3358245646787,1592.9854417756565,4.32756921182219,5.5535138346525015,1,6,385.5859085655376,1772.791108086224,450.55645919235747,5461.736249479604,6411.836780674799,423.38796421153035,18.617399965657093,27.974421135394696,1.1824403103131789
60,Mokhotlong,2020-05-31,maize,2.4312655831196794,4.05534267733537,95.51386413557353,28.92826292761672,81.82446354767075,15.58614302759884,610.3928940360787,2,7.494459786587138,20.779611921748092,23.09115807958036,38.35073872712172,258.1759812174048,2.951595080822566,110.44851020504518,41.676756632353786,1.8482793134897024,0.8770526876224363,0.27066203659497445,0.6413867708289043,39.243215173580325,4.010416806012206,19.15629182890335,388.98466814034003,4380.641870239053,1498.2775073331734,6.987886051575642,9.451304457544056,0,5,419.03514753358786,1768.7985187832337,790.4634328022504,5426.4117111898995,7960.379486491554,240.15941407749875,31.1973837904941,17.914702025612407,0.6286966622057766
61,Qacha's Nek,2020-06-30,maize,9.793032045308834,2.095157887622191,142.44037295473123,25.918959560231052,68.84330105071784,12.763211139066282,630.7530308751498,0,6.4070797476862325,21.921092279052957,38.70734054565102,27.00238946773668,231.73467279588448,1.5045347104869817,100.92730868952614,22.415926819829988,1.2078961002854551,0.42474347783102584,0.29672751980771667,0.6410678042771765,33.51805777906238,4.873697570111127,8.855459483963571,372.8331400372433,3574.9673743332582,1494.8716586642763,7.782331440773992,4.860111019496661,1,6,397.70818422820486,1746.2379594494746,875.6303826112703,2201.9546074212963,5764.233238808338,214.8545855307002,46.45402074995839,11.271145982191602,1.0275507174274494
62,Thaba-Tseka,2020-07-31,maize,6.479957307439901,4.286255658405661,105.13048459819511,16.54134396168534,55.08183457040807,8.894621394539339,726.0171900493467,1,6.231096451738006,14.74988620150511,30.346736875332326,23.594542910234146,197.00082351301458,2.085602149640127,76.73488489133535,81.61806783262534,2.2762904958384618,0.3854338760696802,0.30408663775447153,0.4699395306512716,32.437153988335666,3.181896820869821,7.11594387893602,576.1862972855943,1985.8818104839547,1370.5716939837537,11.51056851912625,7.105135081391566,1,6,402.31502636173315,1100.6781931741236,1310.469857405375,5799.69312795331,6561.10429909171,420.7169399368496,27.067224534648613,18.867108541118107,0.6005622717888285
63,Qacha's Nek,2020-08-31,maize,6.8484744967212405,0.7310317261928714,125.18968154360631,25.16656867668152,89.05560026616044,10.901491480201582,689.0770086325389,2,6.827189251592423,14.382707856123666,65.37560665285031,34.28504515151214,166.1373609154811,4.276130884279537,62.92218319165907,66.76087864844536,1.5211978552816894,0.8895745125704781,0.5066748782312207,0.3229609365115859,27.027475685383607,1.0886867280012424,8.432551539626816,304.29755784899083,4280.268758258577,1761.0283736437646,11.219196267687588,0.29940222876162315,0,1,400.00654314073745,662.3991587487777,740.494420633975,4728.45229153979,6484.275033411426,211.9606417777091,19.49983297742827,14.958290032089314,0.8370621114882217
64,Thaba-Tseka,2020-09-30,maize,8.219092947610523,3.0085010828193166,120.4530868298088,34.84394264197816,57.102303386984346,8.532730394292269,398.0845748485063,2,7.318417051592692,17.68758224251153,41.98497323581755,30.450092161189588,188.4636733002858,3.7762205645389084,90.77426851426753,62.72453024399057,0.8288661562891457,0.8603611713476598,0.30438900654722945,0.1886201718593702,28.575900368704495,3.257966517758536,7.976882929467271,561.185035708475,1095.711295271562,1730.421609615158,3.866067815305683,2.5044249842890935,2,7,407.8985254330868,1784.4714772724988,636.1174172641463,2507.066615937572,6027.296219326215,169.60630498718314,27.055082216607808,15.244557496927504,1.0505099176488555
65,Mokhotlong,2020-10-31,maize,4.477424574344771,1.3318665835817307,66.95418917708093,17.10908872580972,81.04769478172781,17.108386700260873,485.78534853139365,3,5.800168616845293,11.449917756076115,59.473691110558384,36.14433674114183,110.17927078806613,1.6805628128100634,89.31453509526301,37.11973529041038,2.206098620200761,0.3271532535307505,0.670603249478446,0.442753879860857,22.534763689445235,1.313738228396851,14.472803316295298,517.7148139836988,1065.3203925207272,1540.4350681685962,4.543787453466374,5.133024397137311,0,9,390.27449780000694,1518.3291306512997,393.7433083442903,2815.6884559546606,4644.834079388597,145.27550972971807,42.20785753243535,13.172283612221381,0.6424192485873184
66,Ha Lejone,2020-11-30,maize,5.246982106429819,3.576428649939914,67.78396457173325,29.928608568610542,77.70676759408752,11.072265429795834,335.6799615378788,3,5.5424201376560625,11.648883351420707,77.40851341251702,11.83138566018748,263.40836754176837,1.3999775366033065,125.74975379288128,92.63841465399489,1.8752820254714309,0.4827214771670695,0.2781701539619489,0.1528242147542015,34.27947210710507,2.5695201134149532,9.097435003230501,414.28732643467094,1177.1196954337456,1395.6785555115057,5.932274774397551,7.063137521064912,2,2,412.15409468362253,1663.3974177322714,210.6826415327022,4974.534692920443,4421.662434672757,358.96515050732273,31.391214851539747,7.120673905094048,0.8719317311345789
67,Qacha's Nek,2020-12-31,maize,5.90897740338112,2.0185440728660557,63.91333361742225,16.28741182130589,86.63978727256927,11.293322622410717,609.0723157279656,1,5.986920482102696,14.953392238686035,23.033772480419238,39.445849540434665,186.0298090348021,4.832143473183454,120.47055957385268,81.26412098874056,1.3239493833224145,0.8486699865825176,0.3105147270453744,0.2508116633131342,28.076427437576193,2.1028681002521927,20.230687041022307,499.32272065105803,3840.983301255163,1449.1091348318166,14.998903844423104,0.21647844591869947,2,2,409.788141378493,1616.8254876607145,615.697772961248,2284.973029798729,5154.697031649917,108.00334885151716,37.02258676305788,9.333927377775954,1.2376022391738506
68,Ha Lejone,2021-01-31,maize,3.0667804842093016,2.274320318696992,185.97413561286857,17.422975865452933,66.21926079515244,7.747870076775956,578.4284222118923,3,7.4119886349807045,13.68924863353751,66.01354906725288,37.87862873757771,176.20335516040996,2.9951860347463923,121.16855793293682,73.34220732478407,0.6162248019142822,0.540387546204949,0.3370324176097591,0.17194313936304012,32.49158935596387,2.7203675129339113,18.86147249825063,242.88026272273714,2989.8680201677716,1501.3349707171983,3.0090015920434423,9.400956989562658,0,6,408.81195599933966,1678.4102090171082,1134.7573926126133,5038.438275844857,7531.426744014041,300.62861355578065,45.81497425257068,20.059704276709976,0.7842316741457048
69,Semonkong,2021-02-28,maize,5.934929867471417,1.7004629944888188,111.83869719145073,17.170120734193596,55.12120581209355,5.1866854172035035,362.003394277389,1,7.3391734584994,10.089758910793842,29.09325167194754,21.7762668982691,267.0123931702909,3.3406664759997806,60.29828668807501,33.35295095768777,0.7576174700095659,0.5653601143853302,0.47300455404270353,0.3699290673888974,34.90898782959665,3.4035863314255144,20.524793974496475,471.7359709225677,3295.7989854344637,1218.9946494670983,6.25158000257524,6.872350648385421,2,4,411.2124071625086,2832.8457664453995,421.0348620226382,4272.980834271189,5227.314381258242,437.85790579349225,49.572230129935456,27.4002376607441,0.5472382261188125
70,Semonkong,2021-03-31,maize,8.049171644693516,3.129102924364116,106.05848976237797,24.35717857473486,42.114050778633484,12.255759360995764,407.88308432819406,2,5.880317285342805,10.493295178656343,26.85687105486224,29.51451137759037,153.32846521515637,1.568229957098496,126.1875805161501,62.0364373332006,1.0867919301312738,0.31811160464868954,0.28693120574676273,0.3289596563045205,26.86535196703145,3.6388067066387473,24.175142126952554,358.2545275663507,3448.259247472076,1272.910160382094,7.352598998064383,0.7417136475519144,2,5,415.2197609837961,870.5031625298452,829.5687462941831,3890.6060016490164,7108.81471449757,207.67141545460498,21.088361520703785,9.046058916441464,1.104624494620721
71,Semonkong,2021-04-30,maize,8.64216602135917,3.198146746923381,136.76008058999312,18.63813816513337,44.07444609487078,7.216901910739349,464.59935605721523,3,5.599383659109502,15.120111591824703,73.50642571118019,32.86791450741238,182.89064857611328,4.212496988177544,102.82304262188659,33.85172565636169,1.127988075840681,0.3445485333779934,0.74769396651436,0.3234703488559889,32.88047788043558,4.930598749553553,22.495764382716292,288.228989558002,3095.1318312380554,1382.2559549356465,6.626264572011335,4.274310655953447,2,5,408.58149376873774,1852.682237685987,1055.2801281885195,4861.828524362797,5195.699841107957,361.6096994494446,10.47639116292709,28.728494179916275,1.3821189554634872
72,Qacha's Nek,2021-05-31,maize,4.086058011209172,0.5225966731673168,103.91090300919342,29.18694444657403,64.36391466221758,5.725009657012777,721.3183844589342,4,6.102091245499963,15.716294320945572,44.331643387898616,27.179880088621527,185.03644104526927,1.0506185228757499,87.45371721399769,71.61141628302232,1.5841956632697132,0.38701436022665703,0.33126812385564786,0.6842222879565337,20.956637250186112,3.9472090314911967,7.006886329381851,250.15013111724568,4864.522363843058,1218.704071162618,7.156413234938953,9.503830331141879,1,6,384.4204836645553,2908.3732705151488,1204.144304356177,2179.6022243506936,7506.303164651594,388.2424603519538,43.97699234429494,22.170127398401817,1.4887524501147555
73,Thaba-Tseka,2021-06-30,maize,4.192907917726102,2.026448494196595,61.24435078562855,23.291428020998925,55.05061021040058,9.32049942296885,404.6553518357954,3,7.214166538939996,12.917963148477021,29.96282154476659,23.327049426357334,292.68913896374323,1.3791589748041053,110.58579980762869,83.55778690779088,1.1119826498525507,0.6374199804270112,0.3868279491697597,0.3456383317885978,36.455899287801486,2.8414839620219507,9.969197542261234,239.07492900691466,4997.054281281474,1618.9604796618844,5.7555356634661745,8.253876442043767,0,4,398.1031538261573,2327.328994798738,496.1371811699497,4836.544380642181,7502.044343821859,159.28463500594432,30.364570053310594,10.868046790003728,1.0970521233573298
74,Thaba-Tseka,2021-07-31,maize,7.848650541087625,4.951303814152234,62.44953338509466,33.0842207770897,68.93273385961965,7.708343080375858,361.70600281272215,4,6.225673137332436,20.027223213386232,50.09622543470857,28.65436084409203,240.1139696814163,4.2840672306461896,108.19240972600862,25.37402828298692,2.0139567748767755,0.6984779181703966,0.7979923060431204,0.29051133314791294,35.26661100645482,3.696876515801594,6.999940626454475,251.82478933396735,1306.2401359126748,1245.3135884802034,11.018315303782721,4.291694918186364,1,7,403.8149046924589,2831.357548806668,1078.63625824184,2571.1559361537434,6547.810564973571,449.36324405904764,28.29318730426263,29.666684574381474,0.7213670700640424
75,Semonkong,2021-08-31,maize,8.448595967883309,1.379933781939205,82.91691113085363,27.697554516508948,64.74698128193592,14.294273348735302,335.0245929049107,0,7.23206720327533,14.098502758900935,75.09294689498257,17.178554768099044,254.07818246742605,1.6112663516686636,113.74342527303507,53.95111368677881,0.9991178280815904,0.8523586105790382,0.4257317908705884,0.6144301000414418,24.639760876724097,1.0292958278628181,11.223772551993015,352.14343236655486,2690.9599051801774,1521.0830432810787,1.5509692730604314,6.673902300480435,2,8,382.3736008595331,1652.9820384432112,645.9802639820822,2410.3898376287907,4004.717220096868,455.1134724376531,18.302804504646577,11.607747393118812,1.345119646715353
76,Thaba-Tseka,2021-09-30,maize,3.696909600681991,2.1793394088723477,191.1326942663233,19.88636715682025,62.819581521960245,10.049985174550208,440.5512030066036,1,5.893991688077537,17.278315056579764,27.703353110906445,30.19525679533353,152.90987973397648,3.91119428083032,56.61748526904227,76.9122175979079,1.8019336517297897,0.2282000029067563,0.6242581498909654,0.10325109545992109,23.31090729740822,2.907575302649074,11.787217016218285,580.8035344913262,2220.858279747689,1707.264738576123,4.377923173417492,4.16447902650418,0,3,399.974394037743,2260.959810719793,486.0315955747474,4656.612966452406,4569.499556158398,314.35693050470644,46.05139943186932,15.418339626379062,1.3237461946493156
77,Semonkong,2021-10-31,maize,4.359191157494016,4.528594908550796,124.88257555314124,26.106863748627948,82.5852861990682,17.133686417478785,626.7895649056472,2,6.7870469538556675,22.716437558530817,45.45586623737155,39.66159164950801,253.51273056986605,1.3612807913934,65.68039219475946,42.05449198860207,2.1316083563378077,0.3073808875974684,0.7011672913820226,0.6127298201387715,32.03381489959628,4.973501316148081,13.105787282789063,258.17572119440666,4930.359619807881,1376.367190893746,2.7914908292215355,6.6328034863121985,1,0,389.80359951239257,2434.317703775244,1100.6094067014274,3457.9555298409236,5405.545018263527,185.06022600956197,12.99003085897041,12.664713255956912,1.2802870461529317
78,Qacha's Nek,2021-11-30,maize,6.455742788903098,1.2451879898326697,64.96795062739062,29.593715207966728,60.268642259123254,12.934457032951586,585.6006530269572,1,7.238937789773647,12.651756716097067,59.57820511914783,10.759672260437974,222.56841672589957,4.165905414002788,146.08415641035555,86.73814323274384,0.6186827266183395,0.3374053258110511,0.7069135209741766,0.3105596090055372,34.674330266007516,1.2473515967084108,16.958201977118108,355.83678576626494,2202.4518982711334,1522.1649749264968,13.689873103455122,3.2791448455841183,2,5,407.37487234305286,2018.741767105392,858.9292437952926,3868.4206962565772,5759.364723724418,120.25658440590502,33.43057128552929,26.665606438892635,0.7823951759252727
79,Thaba-Tseka,2021-12-31,maize,4.514040660813848,1.360908010666786,82.1116452056859,27.65968267297511,89.271284982123,16.368903018290744,318.90480490836023,2,6.462361882039639,18.95556798136063,44.48756795832151,17.081114794331512,239.43264483874867,3.4586215143267247,142.41867284193734,88.77868096144314,1.4068921347607,0.2752988653463986,0.34173076792107304,0.38794861085944643,27.938656240352877,4.52798201867304,21.492164228461842,565.2839942369935,4380.854419849087,1455.6384554866747,3.584991571121598,2.9996081478785097,2,4,404.4178315786455,1370.7113060057127,1283.0151121382016,2463.223723821363,6078.928361984665,146.36657435059738,46.15564634695826,10.33649329696037,1.436262013243787
80,Thaba-Tseka,2022-01-31,maize,2.703130524914963,2.59242772944268,186.33047518280335,19.69148544988656,84.26789790813802,16.349004322883516,420.3290930358837,4,7.173051767344304,22.796111035941774,44.5841338385632,29.697222752687132,146.74362611883237,3.9391565348328066,77.80309013490859,36.457265408112605,1.4304691676932246,0.4483667914325471,0.5872917853044689,0.11168087471247404,29.220712811523647,2.923344617222986,23.850050045947782,434.7434898413201,4998.411587111468,1714.3599502778459,11.00797124239567,5.3424413098603125,0,1,390.844964744687,1657.635851987055,205.41172882333223,3050.089617017299,6554.993051304296,305.9612207234561,48.83215323886925,19.800074212488006,0.7622558966911872
81,Semonkong,2022-02-28,maize,4.677579955672335,2.2938082431313607,103.29957571514076,25.031929142113697,51.5986132273651,7.469563613517628,536.3114531944565,4,6.578023633068867,11.198408908403463,79.45600295263372,20.87574829661641,244.4760259593488,3.9718772646346205,90.42786531704593,33.54898799073713,1.1674364662808454,0.5799644230743296,0.7269955568009232,0.3690009802648644,39.815946188885476,4.9745956805345,20.665109955077565,256.88047656098195,2609.2216628520496,1763.7311163409681,2.4370927163321032,0.5462011825212765,2,7,398.5436100973715,918.7233467401571,852.1712742141777,2891.31681250651,5817.891899610636,124.12522428655843,47.02767117277423,14.646266431790965,1.145406758107578
