,Date,Crop,Market_Price,Production_Cost,Gross_Profit_Margin
1155,2022-04-01,Parsnips,25.69,6.4,75.1
1156,2022-05-01,Parsnips,21.2,5.74,72.95
1157,2022-06-01,Parsnips,10.66,8.56,19.64
1158,2022-07-01,Parsnips,19.13,6.91,63.87
1159,2022-08-01,Parsnips,22.45,7.75,65.47
1160,2022-09-01,Parsnips,17.55,6.52,62.86
1161,2022-10-01,Parsnips,29.55,9.21,68.84
1162,2022-11-01,Parsnips,20.18,6.08,69.87
1163,2022-12-01,Parsnips,10.02,3.09,69.13
1164,2023-01-01,Parsnips,26.28,8.02,69.47
1165,2023-02-01,Parsnips,15.61,3.49,77.63
1166,2023-03-01,Parsnips,10.22,3.33,67.43
1167,2023-04-01,Parsnips,11.14,5.37,51.75
1168,2023-05-01,Parsnips,13.7,7.64,44.2
1169,2023-06-01,Parsnips,15.06,3.5,76.76
1170,2023-07-01,Parsnips,28.38,8.52,69.98
1171,2023-08-01,Parsnips,18.97,4.16,78.08
1172,2023-09-01,Parsnips,15.26,3.48,77.2
1173,2023-10-01,Parsnips,21.22,7.36,65.31
1174,2023-11-01,Parsnips,25.04,9.21,63.21
1175,2023-12-01,Parsnips,26.68,5.04,81.12
1176,2024-01-01,Parsnips,15.26,7.86,48.48
1177,2024-02-01,Parsnips,19.09,5.46,71.39
1178,2024-03-01,Parsnips,10.82,4.09,62.19
1179,2024-04-01,Parsnips,25.23,7.39,70.72
1180,2024-05-01,Parsnips,21.79,7.07,67.56
1181,2024-06-01,Parsnips,19.16,7,63.47
1182,2024-07-01,Parsnips,14.19,3.26,77.05
1183,2024-08-01,Parsnips,10.02,8.69,13.28
1184,2024-09-01,Parsnips,15.01,9.43,37.16
1185,2024-10-01,Parsnips,17.22,8.92,48.18
1186,2024-11-01,Parsnips,27.32,3.2,88.3
1187,2024-12-01,Parsnips,22.04,6.44,70.76
1188,2022-01-01,Rutabaga,21.91,9.19,58.03
1189,2022-02-01,Rutabaga,11.53,9.42,18.35
1190,2022-03-01,Rutabaga,11.66,6.41,45.05
1191,2022-04-01,Rutabaga,18.32,9.5,48.18
1192,2022-05-01,Rutabaga,16.89,8.44,50.05
1193,2022-06-01,Rutabaga,26.67,9.18,65.57
1194,2022-07-01,Rutabaga,23.03,6.61,71.31
1195,2022-08-01,Rutabaga,13.52,7.85,41.98
1196,2022-09-01,Rutabaga,24.5,4.39,82.07
1197,2022-10-01,Rutabaga,12.22,8.76,28.28
1198,2022-11-01,Rutabaga,29.29,6.92,76.38
1199,2022-12-01,Rutabaga,14.37,3.47,75.86
1200,2023-01-01,Rutabaga,21.94,4.7,78.57
1201,2023-02-01,Rutabaga,21.91,9.39,57.16
1202,2023-03-01,Rutabaga,12.02,7.77,35.36
1203,2023-04-01,Rutabaga,16.46,8.29,49.59
1204,2023-05-01,Rutabaga,25.72,7.96,69.07
1205,2023-06-01,Rutabaga,17.99,8.91,50.5
1206,2023-07-01,Rutabaga,14.34,9.33,34.9
1207,2023-08-01,Rutabaga,12.77,3.29,74.23
1208,2023-09-01,Rutabaga,16.43,8.6,47.69
1209,2023-10-01,Rutabaga,11.33,9.64,14.89
1210,2023-11-01,Rutabaga,10.29,4.36,57.61
1211,2023-12-01,Rutabaga,14.52,4.58,68.47
1212,2024-01-01,Rutabaga,16.46,4.81,70.78
1213,2024-02-01,Rutabaga,15.58,7.25,53.45
1214,2024-03-01,Rutabaga,28.36,6.72,76.29
1215,2024-04-01,Rutabaga,15.12,4.73,68.7
1216,2024-05-01,Rutabaga,17.14,4.53,73.56
1217,2024-06-01,Rutabaga,10.27,9.89,3.69
1218,2024-07-01,Rutabaga,21.54,3.29,84.71
1219,2024-08-01,Rutabaga,24.69,4.75,80.77
1220,2024-09-01,Rutabaga,25.68,4.79,81.34
1221,2024-10-01,Rutabaga,21.6,3.28,84.81
1222,2024-11-01,Rutabaga,21.34,3.87,81.88
1223,2024-12-01,Rutabaga,28.5,9.79,65.63
1224,2022-01-01,Scallions,27.16,3.72,86.31
1225,2022-02-01,Scallions,15.58,3.65,76.59
1226,2022-03-01,Scallions,17.27,9.68,43.94
1227,2022-04-01,Scallions,19.76,8.02,59.4
1228,2022-05-01,Scallions,25.86,3.44,86.69
1229,2022-06-01,Scallions,29.49,7.47,74.67
1230,2022-07-01,Scallions,21.98,9.47,56.93
1231,2022-08-01,Scallions,25.63,3.83,85.06
1232,2022-09-01,Scallions,20.77,7.81,62.42
1233,2022-10-01,Scallions,24.26,4.5,81.44
1234,2022-11-01,Scallions,21.65,8.87,59.02
1235,2022-12-01,Scallions,12.84,7.85,38.85
1236,2023-01-01,Scallions,13.74,3.88,71.77
1237,2023-02-01,Scallions,17.83,6.92,61.18
1238,2023-03-01,Scallions,25.3,3.4,86.56
1239,2023-04-01,Scallions,12.56,3.19,74.6
1240,2023-05-01,Scallions,28.67,8.16,71.52
1241,2023-06-01,Scallions,23.08,8.67,62.41
1242,2023-07-01,Scallions,29.15,4.71,83.84
1243,2023-08-01,Scallions,14.63,5.2,64.47
1244,2023-09-01,Scallions,28.17,3.2,88.64
1245,2023-10-01,Scallions,11.78,9.98,15.3
1246,2023-11-01,Scallions,26.47,6.33,76.1
1247,2023-12-01,Scallions,19.3,6.05,68.63
1248,2024-01-01,Scallions,14.18,5.72,59.66
1249,2024-02-01,Scallions,22.67,6.17,72.77
1250,2024-03-01,Scallions,12.28,7.69,37.36
1251,2024-04-01,Scallions,26.47,5.61,78.8
1252,2024-05-01,Scallions,13.36,7.62,42.96
1253,2024-06-01,Scallions,23.41,5.68,75.73
1254,2024-07-01,Scallions,20.9,5.38,74.24
1255,2024-08-01,Scallions,27.45,3.7,86.51
1256,2024-09-01,Scallions,28.62,9.01,68.54
1257,2024-10-01,Scallions,17.67,9.03,48.91
1258,2024-11-01,Scallions,18.64,7.51,59.69
1259,2024-12-01,Scallions,23.49,7.3,68.93
1260,2022-01-01,Shallots,17.78,6.06,65.89
1261,2022-02-01,Shallots,26.96,5.26,80.49
1262,2022-03-01,Shallots,10.62,7.38,30.49
1263,2022-04-01,Shallots,16.32,8.17,49.94
1264,2022-05-01,Shallots,29.93,6.55,78.12
1265,2022-06-01,Shallots,28.18,4.32,84.67
1266,2022-07-01,Shallots,26.17,9.89,62.23
1267,2022-08-01,Shallots,22.33,5.08,77.26
1268,2022-09-01,Shallots,25.61,3.24,87.35
1269,2022-10-01,Shallots,26.58,3.8,85.7
1270,2022-11-01,Shallots,12.41,9.54,23.15
1271,2022-12-01,Shallots,17.66,4.92,72.12
1272,2023-01-01,Shallots,28.28,6.68,76.39
1273,2023-02-01,Shallots,15.21,7.26,52.24
1274,2023-03-01,Shallots,16.86,9.71,42.4
1275,2023-04-01,Shallots,10.07,8.95,11.16
1276,2023-05-01,Shallots,20.82,5.82,72.07
1277,2023-06-01,Shallots,26.61,8.87,66.66
1278,2023-07-01,Shallots,29.26,6.31,78.42
1279,2023-08-01,Shallots,18.35,5.79,68.43
1280,2023-09-01,Shallots,19.82,6.2,68.73
1281,2023-10-01,Shallots,22.34,6.11,72.64
1282,2023-11-01,Shallots,10.96,3.7,66.23
1283,2023-12-01,Shallots,27.06,3.4,87.44
1284,2024-01-01,Shallots,13.34,5.59,58.05
1285,2024-02-01,Shallots,12.17,7.58,37.75
1286,2024-03-01,Shallots,14.79,5.19,64.88
1287,2024-04-01,Shallots,28.23,9.15,67.57
1288,2024-05-01,Shallots,10.81,3.77,65.13
1289,2024-06-01,Shallots,21.42,9.62,55.08
1290,2024-07-01,Shallots,15.78,7.32,53.64
1291,2024-08-01,Shallots,17.7,5.31,70.01
1292,2024-09-01,Shallots,24.74,4.56,81.56
1293,2024-10-01,Shallots,22.96,5.63,75.48
1294,2024-11-01,Shallots,21.31,4.89,77.07
1295,2024-12-01,Shallots,24.59,7.94,67.7
1296,2022-01-01,Snow Peas,24.93,9.23,62.98
1297,2022-02-01,Snow Peas,21.76,5.68,73.88
1298,2022-03-01,Snow Peas,21.32,5.1,76.07
1299,2022-04-01,Snow Peas,25.2,7.02,72.15
1300,2022-05-01,Snow Peas,29.83,7.27,75.63
1301,2022-06-01,Snow Peas,12.39,3.16,74.52
1302,2022-07-01,Snow Peas,19.65,8.64,56.04
1303,2022-08-01,Snow Peas,18.07,3.65,79.8
1304,2022-09-01,Snow Peas,10.61,7.96,24.97
1305,2022-10-01,Snow Peas,17.91,9.84,45.09
1306,2022-11-01,Snow Peas,11.75,7.57,35.57
1307,2022-12-01,Snow Peas,29.47,9.62,67.37
1308,2023-01-01,Snow Peas,20.18,7.66,62.03
1309,2023-02-01,Snow Peas,14.13,3.72,73.65
1310,2023-03-01,Snow Peas,12.81,5.53,56.84
1311,2023-04-01,Snow Peas,19.3,3.25,83.14
1312,2023-05-01,Snow Peas,27.87,4.26,84.71
1313,2023-06-01,Snow Peas,11.93,5.16,56.71
1314,2023-07-01,Snow Peas,23.75,7.55,68.2
1315,2023-08-01,Snow Peas,12.11,5.55,54.14
1316,2023-09-01,Snow Peas,11.84,4.86,58.97
1317,2023-10-01,Snow Peas,25.77,3.96,84.64
1318,2023-11-01,Snow Peas,28.32,7.31,74.19
1319,2023-12-01,Snow Peas,21.55,8.25,61.72
1320,2024-01-01,Snow Peas,24.3,4.48,81.55
1321,2024-02-01,Snow Peas,10.43,6.16,40.96
1322,2024-03-01,Snow Peas,25.27,6.26,75.22
1323,2024-04-01,Snow Peas,24.19,6.72,72.23
1324,2024-05-01,Snow Peas,22.67,4.7,79.25
1325,2024-06-01,Snow Peas,18.12,4.39,75.76
1326,2024-07-01,Snow Peas,26.5,9.77,63.14
1327,2024-08-01,Snow Peas,25.15,4.21,83.27
1328,2024-09-01,Snow Peas,29.8,7.99,73.19
1329,2024-10-01,Snow Peas,29.36,4.49,84.72
1330,2024-11-01,Snow Peas,15.37,4,73.96
1331,2024-12-01,Snow Peas,26.77,6.27,76.59
1332,2022-01-01,Snap Peas,16.4,7.36,55.11
1333,2022-02-01,Snap Peas,20.23,4.7,76.77
1334,2022-03-01,Snap Peas,15.13,8.57,43.36
1335,2022-04-01,Snap Peas,22.31,4.4,80.27
1336,2022-05-01,Snap Peas,17.68,6.77,61.69
1337,2022-06-01,Snap Peas,24.13,7.78,67.77
1338,2022-07-01,Snap Peas,26.07,5.9,77.38
1339,2022-08-01,Snap Peas,21.36,3.54,83.42
1340,2022-09-01,Snap Peas,20.45,3.22,84.24
1341,2022-10-01,Snap Peas,20.34,9.44,53.57
1342,2022-11-01,Snap Peas,21.68,8.16,62.37
1343,2022-12-01,Snap Peas,26.45,7.96,69.91
1344,2023-01-01,Snap Peas,11.92,8.49,28.78
1345,2023-02-01,Snap Peas,10.5,7.09,32.46
1346,2023-03-01,Snap Peas,28.66,4.69,83.64
1347,2023-04-01,Snap Peas,16.89,4.29,74.59
1348,2023-05-01,Snap Peas,14.24,8.43,40.77
1349,2023-06-01,Snap Peas,28.98,9.43,67.46
1350,2023-07-01,Snap Peas,17.24,8.17,52.64
1351,2023-08-01,Snap Peas,17.63,8.52,51.67
1352,2023-09-01,Snap Peas,23.59,7.95,66.3
1353,2023-10-01,Snap Peas,20.2,4.41,78.17
1354,2023-11-01,Snap Peas,19.88,8.67,56.4
1355,2023-12-01,Snap Peas,14.65,6.38,56.48
1356,2024-01-01,Snap Peas,12.83,6.98,45.64
1357,2024-02-01,Snap Peas,14.59,6.15,57.83
1358,2024-03-01,Snap Peas,26.65,9.93,62.73
1359,2024-04-01,Snap Peas,14.32,5.13,64.17
1360,2024-05-01,Snap Peas,28.32,4.98,82.41
1361,2024-06-01,Snap Peas,24.91,3.87,84.44
1362,2024-07-01,Snap Peas,10.37,5.66,45.4
1363,2024-08-01,Snap Peas,15.93,4.39,72.47
1364,2024-09-01,Snap Peas,18.82,4.3,77.14
1365,2024-10-01,Snap Peas,23.95,5.45,77.25
1366,2024-11-01,Snap Peas,17.59,8.58,51.24
1367,2024-12-01,Snap Peas,19.48,7.78,60.08
1368,2022-01-01,Watercress,11.14,5.7,48.86
1369,2022-02-01,Watercress,14.9,5.44,63.51
1370,2022-03-01,Watercress,16.4,5.93,63.86
1371,2022-04-01,Watercress,12.29,4.11,66.52
1372,2022-05-01,Watercress,28.35,3.09,89.11
1373,2022-06-01,Watercress,10.42,6,42.43
1374,2022-07-01,Watercress,12.88,3.79,70.57
1375,2022-08-01,Watercress,16.48,8.41,48.96
1376,2022-09-01,Watercress,26,6.81,73.81
1377,2022-10-01,Watercress,17.03,3.23,81.02
1378,2022-11-01,Watercress,13.84,3.03,78.1
1379,2022-12-01,Watercress,15.9,5.65,64.48
1380,2023-01-01,Watercress,14.7,5.32,63.84
1381,2023-02-01,Watercress,17.25,8.92,48.27
1382,2023-03-01,Watercress,15.99,3.55,77.78
1383,2023-04-01,Watercress,23.05,6.88,70.13
1384,2023-05-01,Watercress,25.53,5.98,76.57
1385,2023-06-01,Watercress,11.23,5.11,54.48
1386,2023-07-01,Watercress,12.83,6.24,51.38
1387,2023-08-01,Watercress,16.58,8.57,48.31
1388,2023-09-01,Watercress,27.18,9.44,65.27
1389,2023-10-01,Watercress,16.44,4.72,71.29
1390,2023-11-01,Watercress,12.93,5.03,61.1
1391,2023-12-01,Watercress,11.7,6.02,48.52
1392,2024-01-01,Watercress,27.14,5.77,78.75
1393,2024-02-01,Watercress,15.79,3.07,80.56
1394,2024-03-01,Watercress,18.78,5.94,68.38
1395,2024-04-01,Watercress,19.97,3.54,82.28
1396,2024-05-01,Watercress,14.74,9.98,32.28
1397,2024-06-01,Watercress,18.78,9.5,49.42
1398,2024-07-01,Watercress,29.71,5.58,81.22
1399,2024-08-01,Watercress,12.83,7.53,41.32
1400,2024-09-01,Watercress,12.87,6.49,49.57
1401,2024-10-01,Watercress,18.77,3.48,81.46
1402,2024-11-01,Watercress,25.25,4.87,80.71
1403,2024-12-01,Watercress,22.29,8.93,59.93
1404,2022-01-01,Arugula,19.74,8.94,54.7
1405,2022-02-01,Arugula,21.83,6.28,71.26
1406,2022-03-01,Arugula,25.89,9.43,63.59
1407,2022-04-01,Arugula,11.05,9.02,18.38
1408,2022-05-01,Arugula,12.73,8.02,37.01
1409,2022-06-01,Arugula,25.06,6.63,73.56
1410,2022-07-01,Arugula,13.33,5.24,60.67
1411,2022-08-01,Arugula,13,7.18,44.79
1412,2022-09-01,Arugula,28.51,9.11,68.04
1413,2022-10-01,Arugula,20.31,3.38,83.38
1414,2022-11-01,Arugula,16.4,3.45,78.98
1415,2022-12-01,Arugula,13.23,6.79,48.66
1416,2023-01-01,Arugula,27.48,8.64,68.55
1417,2023-02-01,Arugula,17.1,5.85,65.82
1418,2023-03-01,Arugula,12.31,8.3,32.6
1419,2023-04-01,Arugula,15.57,7.11,54.37
1420,2023-05-01,Arugula,28.02,6.16,78.01
1421,2023-06-01,Arugula,16.18,9.37,42.09
1422,2023-07-01,Arugula,18.77,3.28,82.51
1423,2023-08-01,Arugula,28.6,5.98,79.08
1424,2023-09-01,Arugula,15.17,3.97,73.84
1425,2023-10-01,Arugula,15.16,4.17,72.51
1426,2023-11-01,Arugula,14.23,3.2,77.49
1427,2023-12-01,Arugula,10.55,9.76,7.43
1428,2024-01-01,Arugula,25.3,8.62,65.92
1429,2024-02-01,Arugula,14.59,4.21,71.17
1430,2024-03-01,Arugula,20.38,7.25,64.4
1431,2024-04-01,Arugula,20.99,8.16,61.1
1432,2024-05-01,Arugula,28.3,7.24,74.41
1433,2024-06-01,Arugula,23.14,7.41,67.98
1434,2024-07-01,Arugula,10.39,8.55,17.73
1435,2024-08-01,Arugula,26.68,8.39,68.55
1436,2024-09-01,Arugula,14.89,9.37,37.09
1437,2024-10-01,Arugula,28.66,7.7,73.14
1438,2024-11-01,Arugula,22.9,6.07,73.51
1439,2024-12-01,Arugula,19.38,9.9,48.91
1440,2022-01-01,Mustard Greens,18.69,6.37,65.93
1441,2022-02-01,Mustard Greens,12.53,9.36,25.28
1442,2022-03-01,Mustard Greens,25.79,6.61,74.38
1443,2022-04-01,Mustard Greens,22.31,8.86,60.31
1444,2022-05-01,Mustard Greens,18.39,6.25,66.01
1445,2022-06-01,Mustard Greens,20.51,5.23,74.49
1446,2022-07-01,Mustard Greens,16.35,4.16,74.54
1447,2022-08-01,Mustard Greens,22.47,9.48,57.81
1448,2022-09-01,Mustard Greens,20.87,5.55,73.41
1449,2022-10-01,Mustard Greens,14.25,8.93,37.34
1450,2022-11-01,Mustard Greens,21.78,5.5,74.76
1451,2022-12-01,Mustard Greens,26.79,7.4,72.36
1452,2023-01-01,Mustard Greens,26.79,8.79,67.17
1453,2023-02-01,Mustard Greens,20.1,7.54,62.5
1454,2023-03-01,Mustard Greens,12.07,6.27,48.08
1455,2023-04-01,Mustard Greens,24.49,6.18,74.76
1456,2023-05-01,Mustard Greens,10.26,7.01,31.69
1457,2023-06-01,Mustard Greens,16.94,7.81,53.87
1458,2023-07-01,Mustard Greens,26.76,5.87,78.08
1459,2023-08-01,Mustard Greens,12.08,6.18,48.83
1460,2023-09-01,Mustard Greens,16.01,9.38,41.38
1461,2023-10-01,Mustard Greens,11.32,6.62,41.52
1462,2023-11-01,Mustard Greens,10.74,8.87,17.44
1463,2023-12-01,Mustard Greens,16.87,3.55,78.95
1464,2024-01-01,Mustard Greens,27.37,4.62,83.13
1465,2024-02-01,Mustard Greens,11.67,4.08,65.04
1466,2024-03-01,Mustard Greens,11.19,7.01,37.3
1467,2024-04-01,Mustard Greens,29.86,5.11,82.9
1468,2024-05-01,Mustard Greens,10.31,9.13,11.41
1469,2024-06-01,Mustard Greens,12.03,7.22,40
1470,2024-07-01,Mustard Greens,23.84,8.23,65.5
1471,2024-08-01,Mustard Greens,28.73,3.6,87.48
1472,2024-09-01,Mustard Greens,14.08,6.32,55.09
1473,2024-10-01,Mustard Greens,10.35,9.99,3.48
1474,2024-11-01,Mustard Greens,12.61,7.1,43.7
1475,2024-12-01,Mustard Greens,21.87,3.5,83.98
1476,2022-01-01,Purslane,20.8,9.9,52.37
1477,2022-02-01,Purslane,15.34,3.12,79.63
1478,2022-03-01,Purslane,11.33,8.68,23.42
1479,2022-04-01,Purslane,22.99,6.03,73.77
1480,2022-05-01,Purslane,11.65,3.28,71.87
1481,2022-06-01,Purslane,25.91,8.1,68.75
1482,2022-07-01,Purslane,13.81,3.75,72.87
1483,2022-08-01,Purslane,10.98,7.28,33.7
1484,2022-09-01,Purslane,28.97,5.16,82.19
1485,2022-10-01,Purslane,26.66,9.15,65.7
1486,2022-11-01,Purslane,22.68,6.47,71.45
1487,2022-12-01,Purslane,15.56,8.59,44.78
1488,2023-01-01,Purslane,26.96,5.12,81.02
1489,2023-02-01,Purslane,13.15,9.5,27.77
1490,2023-03-01,Purslane,20.74,8.59,58.6
1491,2023-04-01,Purslane,12.65,8.66,31.54
1492,2023-05-01,Purslane,20.45,9.6,53.04
1493,2023-06-01,Purslane,24.9,8.32,66.57
1494,2023-07-01,Purslane,14.64,4.79,67.28
1495,2023-08-01,Purslane,23.96,4.67,80.52
1496,2023-09-01,Purslane,16.84,4.14,75.43
1497,2023-10-01,Purslane,15.9,8.51,46.46
1498,2023-11-01,Purslane,14.53,5.21,64.14
1499,2023-12-01,Purslane,20.64,9.31,54.9
1500,2024-01-01,Purslane,14.92,7.6,49.03
1501,2024-02-01,Purslane,19.51,3.8,80.52
1502,2024-03-01,Purslane,17.52,4.53,74.12
1503,2024-04-01,Purslane,11.84,6.07,48.72
1504,2024-05-01,Purslane,10.56,3.57,66.2
1505,2024-06-01,Purslane,12.75,7.38,42.14
1506,2024-07-01,Purslane,16.73,4.25,74.62
1507,2024-08-01,Purslane,14.01,3.96,71.72
1508,2024-09-01,Purslane,20.43,6.89,66.27
1509,2024-10-01,Purslane,26.41,8.25,68.77
1510,2024-11-01,Purslane,15.77,4.31,72.65
1511,2024-12-01,Purslane,20.62,8.07,60.86
1512,2022-01-01,Sorrel,12.01,3.82,68.17
1513,2022-02-01,Sorrel,13.85,8.2,40.8
1514,2022-03-01,Sorrel,15.83,3.71,76.58
1515,2022-04-01,Sorrel,21.96,4.63,78.93
1516,2022-05-01,Sorrel,25.69,5.19,79.79
1517,2022-06-01,Sorrel,15.43,3.13,79.68
1518,2022-07-01,Sorrel,18.16,8.13,55.22
1519,2022-08-01,Sorrel,21.72,5.65,74.01
1520,2022-09-01,Sorrel,14.73,9.25,37.19
1521,2022-10-01,Sorrel,13.11,6.62,49.46
1522,2022-11-01,Sorrel,25.82,7.11,72.47
1523,2022-12-01,Sorrel,21.8,6.39,70.69
1524,2023-01-01,Sorrel,24.2,4.66,80.72
1525,2023-02-01,Sorrel,21.25,5.27,75.21
1526,2023-03-01,Sorrel,14.14,4.97,64.82
1527,2023-04-01,Sorrel,27.36,3.95,85.58
1528,2023-05-01,Sorrel,12.69,5.91,53.41
1529,2023-06-01,Sorrel,20.22,5.4,73.3
1530,2023-07-01,Sorrel,19.35,5.8,70.02
1531,2023-08-01,Sorrel,21.97,9.21,58.09
1532,2023-09-01,Sorrel,21.56,4.49,79.15
1533,2023-10-01,Sorrel,25.33,6.11,75.89
1534,2023-11-01,Sorrel,10.31,4.31,58.24
1535,2023-12-01,Sorrel,26.39,8.67,67.16
1536,2024-01-01,Sorrel,10.66,3.21,69.91
1537,2024-02-01,Sorrel,20.15,9.27,54.01
1538,2024-03-01,Sorrel,23.46,5.66,75.87
1539,2024-04-01,Sorrel,23.08,5.85,74.66
1540,2024-05-01,Sorrel,12.91,7.26,43.77
1541,2024-06-01,Sorrel,20,5.63,71.87
1542,2024-07-01,Sorrel,23.58,9.9,58
1543,2024-08-01,Sorrel,23.71,4.98,78.98
1544,2024-09-01,Sorrel,28.54,9.66,66.14
1545,2024-10-01,Sorrel,14.79,6.47,56.25
1546,2024-11-01,Sorrel,24.55,7.99,67.47
1547,2024-12-01,Sorrel,15.76,5.95,62.26
1548,2022-01-01,Tatsoi,15.36,6.22,59.48
1549,2022-02-01,Tatsoi,29.41,5.56,81.08
1550,2022-03-01,Tatsoi,17.79,8.81,50.48
1551,2022-04-01,Tatsoi,27.82,3.26,88.28
1552,2022-05-01,Tatsoi,11.98,9.73,18.79
1553,2022-06-01,Tatsoi,18.43,5.72,68.96
1554,2022-07-01,Tatsoi,23.23,4.05,82.57
1555,2022-08-01,Tatsoi,22.37,4.93,77.98
1556,2022-09-01,Tatsoi,19.57,6.26,68.02
1557,2022-10-01,Tatsoi,19.99,6.13,69.32
1558,2022-11-01,Tatsoi,12.61,5.71,54.72
1559,2022-12-01,Tatsoi,26.26,5.97,77.27
1560,2023-01-01,Tatsoi,18.6,8.19,56
1561,2023-02-01,Tatsoi,27.83,8.86,68.16
1562,2023-03-01,Tatsoi,12.53,6.34,49.45
1563,2023-04-01,Tatsoi,24.17,5.78,76.1
1564,2023-05-01,Tatsoi,23.69,7.13,69.89
1565,2023-06-01,Tatsoi,23.58,9.69,58.92
1566,2023-07-01,Tatsoi,24.5,6.06,75.27
1567,2023-08-01,Tatsoi,15.69,8.36,46.7
1568,2023-09-01,Tatsoi,21.3,7.33,65.61
1569,2023-10-01,Tatsoi,23.23,4.76,79.53
1570,2023-11-01,Tatsoi,13.7,8.28,39.6
1571,2023-12-01,Tatsoi,10.29,6.62,35.62
1572,2024-01-01,Tatsoi,25.5,5.82,77.17
1573,2024-02-01,Tatsoi,14.21,7.65,46.16
1574,2024-03-01,Tatsoi,19.4,7.25,62.66
1575,2024-04-01,Tatsoi,11.63,6.56,43.6
1576,2024-05-01,Tatsoi,22.1,5.83,73.63
1577,2024-06-01,Tatsoi,18.91,5.66,70.08
1578,2024-07-01,Tatsoi,14.4,8.45,41.35
1579,2024-08-01,Tatsoi,22.9,8.12,64.56
1580,2024-09-01,Tatsoi,10.25,6.29,38.63
1581,2024-10-01,Tatsoi,11.27,7.05,37.47
1582,2024-11-01,Tatsoi,16,6.66,58.39
1583,2024-12-01,Tatsoi,28.41,3.97,86.01
1584,2022-01-01,Mizuna,15.81,4.02,74.6
1585,2022-02-01,Mizuna,10.41,3.68,64.68
1586,2022-03-01,Mizuna,18.93,6.99,63.05
1587,2022-04-01,Mizuna,20.67,8.22,60.25
1588,2022-05-01,Mizuna,26.33,7.42,71.81
1589,2022-06-01,Mizuna,22.48,6.88,69.4
1590,2022-07-01,Mizuna,17.2,8.85,48.55
1591,2022-08-01,Mizuna,24.01,7.86,67.25
1592,2022-09-01,Mizuna,16.63,6.95,58.21
1593,2022-10-01,Mizuna,25.49,7.93,68.91
1594,2022-11-01,Mizuna,21.52,3.08,85.69
1595,2022-12-01,Mizuna,11.4,4.36,61.75
1596,2023-01-01,Mizuna,10.42,4.73,54.61
1597,2023-02-01,Mizuna,11.23,9.62,14.36
1598,2023-03-01,Mizuna,23.31,3.45,85.18
1599,2023-04-01,Mizuna,23,6.95,69.77
1600,2023-05-01,Mizuna,10.84,9.31,14.19
1601,2023-06-01,Mizuna,29.7,7.72,73.99
1602,2023-07-01,Mizuna,29.07,7.87,72.95
1603,2023-08-01,Mizuna,14.22,5.67,60.12
1604,2023-09-01,Mizuna,11.76,5.84,50.3
1605,2023-10-01,Mizuna,15.9,4.83,69.6
1606,2023-11-01,Mizuna,29.99,9.01,69.97
1607,2023-12-01,Mizuna,18.83,6.93,63.21
1608,2024-01-01,Mizuna,25.81,7.83,69.68
1609,2024-02-01,Mizuna,21.95,7.48,65.91
1610,2024-03-01,Mizuna,19.02,7.75,59.24
1611,2024-04-01,Mizuna,20.57,3.15,84.67
1612,2024-05-01,Mizuna,10.64,4.24,60.14
1613,2024-06-01,Mizuna,25.1,4.55,81.87
1614,2024-07-01,Mizuna,21.75,5.49,74.75
1615,2024-08-01,Mizuna,13.3,9.63,27.62
1616,2024-09-01,Mizuna,11.98,7.85,34.45
1617,2024-10-01,Mizuna,23.92,4.34,81.84
1618,2024-11-01,Mizuna,15.63,8.64,44.75
1619,2024-12-01,Mizuna,23.65,8.81,62.77
1620,2022-01-01,Mibuna,12.35,8.98,27.3
1621,2022-02-01,Mibuna,12.07,8.17,32.25
1622,2022-03-01,Mibuna,23.97,7.96,66.79
1623,2022-04-01,Mibuna,27.48,4.67,83.02
1624,2022-05-01,Mibuna,24.14,6.49,73.1
1625,2022-06-01,Mibuna,25.26,4.11,83.75
1626,2022-07-01,Mibuna,15.26,4.25,72.13
1627,2022-08-01,Mibuna,18.25,8.99,50.74
1628,2022-09-01,Mibuna,23.45,8.56,63.52
1629,2022-10-01,Mibuna,10.3,9.46,8.17
1630,2022-11-01,Mibuna,27.6,4.66,83.12
1631,2022-12-01,Mibuna,26.26,5.27,79.94
1632,2023-01-01,Mibuna,22.14,5.68,74.34
1633,2023-02-01,Mibuna,18.45,4.08,77.87
1634,2023-03-01,Mibuna,15.9,7.27,54.31
1635,2023-04-01,Mibuna,27.38,3.57,86.96
1636,2023-05-01,Mibuna,14.68,5.18,64.69
1637,2023-06-01,Mibuna,20.04,3.47,82.7
1638,2023-07-01,Mibuna,24.06,8.23,65.79
1639,2023-08-01,Mibuna,26.82,4.4,83.58
1640,2023-09-01,Mibuna,15.74,7.91,49.7
1641,2023-10-01,Mibuna,20.24,7.17,64.55
1642,2023-11-01,Mibuna,29.09,4.17,85.66
1643,2023-12-01,Mibuna,29.01,5.25,81.9
1644,2024-01-01,Mibuna,22.45,9.31,58.52
1645,2024-02-01,Mibuna,28.76,6.12,78.7
1646,2024-03-01,Mibuna,11.48,3.06,73.3
1647,2024-04-01,Mibuna,15.39,8.95,41.83
1648,2024-05-01,Mibuna,11.11,3.63,67.35
1649,2024-06-01,Mibuna,15.35,7.25,52.77
1650,2024-07-01,Mibuna,13.72,5.87,57.24
1651,2024-08-01,Mibuna,21.63,3.39,84.33
1652,2024-09-01,Mibuna,15.23,6.6,56.63
